,0,1,2,3,4,5,6
0,0.43723204832448676,0.004238138794626643,0.0038560155018200408,0.00012054450490132012,9.310065526423657e-05,0.17196928129937916,0.004516045872908296
1,0.44502281362632146,0.003537812891442617,0.003218832074360423,0.00010062509761555803,7.771621382619355e-05,0.1439853488431361,0.0037697984917401182
2,0.4450114565708869,0.0035377081825358923,0.0044656205856039785,7.77139136345597e-05,0.00010062211938237013,0.14398114640660603,0.004407626269128246
3,0.4342330228226252,0.005467806695723315,0.0034007298234379688,0.00010635656780709789,0.00011335809729111776,0.1813453083899299,0.003634111253842121
4,0.44370296388067954,0.004481371996961802,0.0031424361782377663,8.716873373872737e-05,9.290711429769946e-05,0.14916949314858097,0.003716267474443346
5,0.4384454109209172,0.003762419222974627,0.0033923481951296615,9.837847472322212e-05,0.00010485480059942119,0.16800991125409728,0.0041941674458327634
6,0.44421073709339365,0.004259680330311858,0.0029656094729101534,8.60029266302617e-05,9.166456126795318e-05,0.14720361995606776,0.003666566030110029
7,0.44632107444732283,0.0030957512634598116,0.002791252807048504,8.094654144871192e-05,8.627531060937921e-05,0.1386638791162635,0.003450998733072947
8,0.452002024337962,0.003224270826267005,0.0028569509606589604,6.387343445871055e-05,6.938328342063686e-05,0.11176873038772846,0.002673290732553719
9,0.4313143498095085,0.004263145633696357,0.005590986281076336,0.00010937480835058981,0.00011880969588665708,0.1898602179218371,0.004577635741190638
10,0.4393612313237338,0.005509151787771057,0.0028980645947177704,0.00010042826182631964,8.034260955825948e-05,0.16490433256935907,0.003098919312478578
11,0.44058305099308165,0.00536521766600928,0.0028223476303129904,9.78043851833342e-05,7.824350823645283e-05,0.1606714264965529,0.003017954732668329
12,0.4542131859447061,0.0043928773673668165,0.002827341299086721,7.734317866345712e-05,7.45391963660026e-05,0.09898253141688727,0.0038320904038216235
13,0.45431145390199584,0.004365881230434758,0.002809965930648807,7.686786522445173e-05,7.408111483393385e-05,0.09837817767577225,0.0038085404742842187
14,0.45632381454538673,0.0024467414513473745,0.002426686272609221,6.638303568214266e-05,6.397639995417342e-05,0.08502920278052584,0.0032890569819534515
15,0.45615547199326034,0.0019531310363862997,0.0029136827434414433,5.795363388751026e-05,5.427149693524715e-05,0.0862354484787925,0.003345929363488203
16,0.45878401132381585,0.0014639695132740793,0.0021839526077872856,4.343912639956284e-05,4.067918190770584e-05,0.0647081551538215,0.0025079443062628057
17,0.4579455676644334,0.0016365073879752296,0.0024413444161321732,4.855870515106014e-05,4.547348355747078e-05,0.07230921486355996,0.002803520109294452
18,0.3410127056550936,0.00834455573470036,0.0033103017296378726,0.0002006877727192338,0.00020896355692513312,0.33790079257609107,0.0042068323308613546
